"sim","n","p","model","rmse"
5,200,50,"LightGBM_Ridge",2.69687882298746
5,200,50,"CatBoost_Ridge",2.84357186656996
5,200,50,"H2OGBM_Ridge",2.89856744306704
5,200,50,"Lasso",2.70667260950254
5,200,50,"RF_Lasso",2.95268329749746
5,200,50,"XGBoost_Lasso",3.24873304228023
5,200,50,"LightGBM_Lasso",2.65333919965641
5,200,50,"CatBoost_Lasso",2.57391901309186
5,200,50,"H2OGBM_Lasso",2.51619275088598
5,200,50,"ElasticNet",2.7256398431583
5,200,50,"RF_ElasticNet",3.0579319377565
5,200,50,"XGBoost_ElasticNet",3.27115571707424
5,200,50,"LightGBM_ElasticNet",2.95420133169868
5,200,50,"CatBoost_ElasticNet",2.71035620804777
5,200,50,"H2OGBM_ElasticNet",2.94623414789998
5,200,50,"RF_Full",3.11977524260515
5,200,50,"XGBoost_Full",3.09606136361529
5,200,50,"LightGBM_Full",2.69687882298746
5,200,50,"CatBoost_Full",2.84357186656996
5,200,50,"H2OGBM_Full",2.89856744306704
6,200,50,"Ridge",2.97032112148366
6,200,50,"RF_Ridge",3.04607074105373
6,200,50,"XGBoost_Ridge",2.58386229212339
6,200,50,"LightGBM_Ridge",2.0477416519107
6,200,50,"CatBoost_Ridge",2.49995152283029
6,200,50,"H2OGBM_Ridge",2.22560474154199
6,200,50,"Lasso",2.66041762329379
6,200,50,"RF_Lasso",2.75790249328754
6,200,50,"XGBoost_Lasso",2.32833362668689
6,200,50,"LightGBM_Lasso",2.01858472756475
6,200,50,"CatBoost_Lasso",2.22573041381091
6,200,50,"H2OGBM_Lasso",2.08324928666612
6,200,50,"ElasticNet",2.71726777991985
6,200,50,"RF_ElasticNet",2.85747695298706
6,200,50,"XGBoost_ElasticNet",2.38128065342004
6,200,50,"LightGBM_ElasticNet",2.0361207545991
6,200,50,"CatBoost_ElasticNet",2.13028171856693
6,200,50,"H2OGBM_ElasticNet",2.03220835881267
6,200,50,"RF_Full",3.03210554092439
6,200,50,"XGBoost_Full",2.58386229212339
6,200,50,"LightGBM_Full",2.0477416519107
6,200,50,"CatBoost_Full",2.49995152283029
6,200,50,"H2OGBM_Full",2.22560474154199
7,200,50,"Ridge",2.78987197771633
7,200,50,"RF_Ridge",2.60496361045058
7,200,50,"XGBoost_Ridge",2.6025333113712
7,200,50,"LightGBM_Ridge",2.05786386799794
7,200,50,"CatBoost_Ridge",2.33355016684282
7,200,50,"H2OGBM_Ridge",2.58982228871736
7,200,50,"Lasso",2.40593999161173
7,200,50,"RF_Lasso",2.49783103707002
7,200,50,"XGBoost_Lasso",2.51114125567074
7,200,50,"LightGBM_Lasso",2.65028763534829
7,200,50,"CatBoost_Lasso",2.22396640806122
7,200,50,"H2OGBM_Lasso",2.81101446437193
7,200,50,"ElasticNet",2.43786122092111
7,200,50,"RF_ElasticNet",2.38277112032434
7,200,50,"XGBoost_ElasticNet",2.42726499685268
7,200,50,"LightGBM_ElasticNet",2.04880639432108
7,200,50,"CatBoost_ElasticNet",2.04211414896135
7,200,50,"H2OGBM_ElasticNet",2.16014535730832
7,200,50,"RF_Full",2.64226786164192
7,200,50,"XGBoost_Full",2.6025333113712
7,200,50,"LightGBM_Full",2.05786386799794
7,200,50,"CatBoost_Full",2.33355016684282
7,200,50,"H2OGBM_Full",2.58982228871736
8,200,50,"Ridge",3.04301469198026
8,200,50,"RF_Ridge",2.97711049049341
8,200,50,"XGBoost_Ridge",2.98733668972881
8,200,50,"LightGBM_Ridge",2.10301164140596
8,200,50,"CatBoost_Ridge",2.59942642922153
8,200,50,"H2OGBM_Ridge",2.30774862181187
8,200,50,"Lasso",2.75156501855002
8,200,50,"RF_Lasso",2.60311725915758
8,200,50,"XGBoost_Lasso",2.63106343856959
8,200,50,"LightGBM_Lasso",1.95371498146516
8,200,50,"CatBoost_Lasso",2.09053143969934
8,200,50,"H2OGBM_Lasso",1.84118454639138
8,200,50,"ElasticNet",2.76721107044639
8,200,50,"RF_ElasticNet",2.67984166339187
8,200,50,"XGBoost_ElasticNet",2.71591265067863
8,200,50,"LightGBM_ElasticNet",1.99612817233428
8,200,50,"CatBoost_ElasticNet",2.24374716123782
8,200,50,"H2OGBM_ElasticNet",1.8621957354771
8,200,50,"RF_Full",3.04555286633367
8,200,50,"XGBoost_Full",2.98733668972881
8,200,50,"LightGBM_Full",2.10301164140596
8,200,50,"CatBoost_Full",2.59942642922153
8,200,50,"H2OGBM_Full",2.30774862181187
9,200,50,"Ridge",3.13172704921554
9,200,50,"RF_Ridge",3.46890093929847
9,200,50,"XGBoost_Ridge",3.10497078440123
9,200,50,"LightGBM_Ridge",2.38833681433239
9,200,50,"CatBoost_Ridge",2.90428989247774
9,200,50,"H2OGBM_Ridge",2.49603722000802
9,200,50,"Lasso",2.84298948531262
9,200,50,"RF_Lasso",3.16110688847313
9,200,50,"XGBoost_Lasso",2.76513573447976
9,200,50,"LightGBM_Lasso",2.1380189096698
9,200,50,"CatBoost_Lasso",2.71260988359805
9,200,50,"H2OGBM_Lasso",2.48574078684391
9,200,50,"ElasticNet",2.89390184502786
9,200,50,"RF_ElasticNet",3.14677056616119
9,200,50,"XGBoost_ElasticNet",2.6940936184504
9,200,50,"LightGBM_ElasticNet",2.12473246281832
9,200,50,"CatBoost_ElasticNet",2.62089280623846
9,200,50,"H2OGBM_ElasticNet",2.57401929755289
9,200,50,"RF_Full",3.4299019213365
9,200,50,"XGBoost_Full",3.10497078440123
9,200,50,"LightGBM_Full",2.38833681433239
9,200,50,"CatBoost_Full",2.90428989247774
9,200,50,"H2OGBM_Full",2.49603722000802
10,200,50,"Ridge",2.88015594469331
10,200,50,"RF_Ridge",2.52338274809863
10,200,50,"XGBoost_Ridge",2.51917033421747
10,200,50,"LightGBM_Ridge",1.95864823848062
10,200,50,"CatBoost_Ridge",2.36418910615957
10,200,50,"H2OGBM_Ridge",2.04198857020595
10,200,50,"Lasso",2.69760505000376
10,200,50,"RF_Lasso",2.60841973267197
10,200,50,"XGBoost_Lasso",2.64789880098699
10,200,50,"LightGBM_Lasso",2.46203383339623
10,200,50,"CatBoost_Lasso",2.4995307252314
10,200,50,"H2OGBM_Lasso",2.55470545601861
10,200,50,"ElasticNet",2.7220267215809
10,200,50,"RF_ElasticNet",2.41546239054986
10,200,50,"XGBoost_ElasticNet",2.36950317105553
10,200,50,"LightGBM_ElasticNet",1.92245325385405
10,200,50,"CatBoost_ElasticNet",1.85797183452694
10,200,50,"H2OGBM_ElasticNet",2.04106959505003
10,200,50,"RF_Full",2.61853213300439
10,200,50,"XGBoost_Full",2.51917033421747
10,200,50,"LightGBM_Full",1.95864823848062
10,200,50,"CatBoost_Full",2.36418910615957
10,200,50,"H2OGBM_Full",2.04198857020595
1,500,5,"Ridge",2.41830566798887
1,500,5,"RF_Ridge",2.23758990536843
1,500,5,"XGBoost_Ridge",1.72614638280434
1,500,5,"LightGBM_Ridge",1.47286143034695
1,500,5,"CatBoost_Ridge",1.32753760334608
1,500,5,"H2OGBM_Ridge",1.56988144235891
1,500,5,"Lasso",2.36390511225646
1,500,5,"RF_Lasso",2.24501019988944
1,500,5,"XGBoost_Lasso",1.72614638280434
1,500,5,"LightGBM_Lasso",1.47286143034695
1,500,5,"CatBoost_Lasso",1.32753760334608
1,500,5,"H2OGBM_Lasso",1.56988144235891
1,500,5,"ElasticNet",2.3642069613998
1,500,5,"RF_ElasticNet",2.25617342954963
1,500,5,"XGBoost_ElasticNet",1.72614638280434
1,500,5,"LightGBM_ElasticNet",1.47286143034695
1,500,5,"CatBoost_ElasticNet",1.32753760334608
1,500,5,"H2OGBM_ElasticNet",1.56988144235891
1,500,5,"RF_Full",2.24683717628801
1,500,5,"XGBoost_Full",1.72614638280434
1,500,5,"LightGBM_Full",1.47286143034695
1,500,5,"CatBoost_Full",1.32753760334608
1,500,5,"H2OGBM_Full",1.56988144235891
2,500,5,"Ridge",2.66731359524549
2,500,5,"RF_Ridge",2.2056287824176
2,500,5,"XGBoost_Ridge",1.88200483456737
2,500,5,"LightGBM_Ridge",1.53020003987936
2,500,5,"CatBoost_Ridge",1.39268031382941
2,500,5,"H2OGBM_Ridge",1.66844716552663
2,500,5,"Lasso",2.66480468344614
2,500,5,"RF_Lasso",2.21325033403003
2,500,5,"XGBoost_Lasso",2.20142852287812
2,500,5,"LightGBM_Lasso",2.01538026814925
2,500,5,"CatBoost_Lasso",1.93432518157388
2,500,5,"H2OGBM_Lasso",2.11276360698391
2,500,5,"ElasticNet",2.66686897390728
2,500,5,"RF_ElasticNet",2.22698738712967
2,500,5,"XGBoost_ElasticNet",2.20142852287812
2,500,5,"LightGBM_ElasticNet",2.01538026814925
2,500,5,"CatBoost_ElasticNet",1.93432518157388
2,500,5,"H2OGBM_ElasticNet",2.11276360698391
2,500,5,"RF_Full",2.24027659674544
2,500,5,"XGBoost_Full",1.88200483456737
2,500,5,"LightGBM_Full",1.53020003987936
2,500,5,"CatBoost_Full",1.39268031382941
2,500,5,"H2OGBM_Full",1.66844716552663
3,500,5,"Ridge",2.516408125362
3,500,5,"RF_Ridge",2.38148924806105
3,500,5,"XGBoost_Ridge",1.77838024169937
3,500,5,"LightGBM_Ridge",1.55136619345298
3,500,5,"CatBoost_Ridge",1.42753160045744
3,500,5,"H2OGBM_Ridge",1.72441645058996
3,500,5,"Lasso",2.47680732096396
3,500,5,"RF_Lasso",2.39991724462438
3,500,5,"XGBoost_Lasso",1.77838024169937
3,500,5,"LightGBM_Lasso",1.55136619345298
3,500,5,"CatBoost_Lasso",1.42753160045744
3,500,5,"H2OGBM_Lasso",1.72441645058996
3,500,5,"ElasticNet",2.47701924758021
3,500,5,"RF_ElasticNet",2.42489544740809
3,500,5,"XGBoost_ElasticNet",1.77838024169937
3,500,5,"LightGBM_ElasticNet",1.55136619345298
3,500,5,"CatBoost_ElasticNet",1.42753160045744
3,500,5,"H2OGBM_ElasticNet",1.72441645058996
3,500,5,"RF_Full",2.40695697280136
3,500,5,"XGBoost_Full",1.77838024169937
3,500,5,"LightGBM_Full",1.55136619345298
3,500,5,"CatBoost_Full",1.42753160045744
3,500,5,"H2OGBM_Full",1.72441645058996
4,500,5,"Ridge",2.42756869364127
4,500,5,"RF_Ridge",2.06117970755156
4,500,5,"XGBoost_Ridge",2.28659320201657
4,500,5,"LightGBM_Ridge",1.60858775711632
4,500,5,"CatBoost_Ridge",1.59583033648575
4,500,5,"H2OGBM_Ridge",1.73819261698553
4,500,5,"Lasso",2.43251754418697
4,500,5,"RF_Lasso",2.09080573189298
4,500,5,"XGBoost_Lasso",2.28659320201657
4,500,5,"LightGBM_Lasso",1.60858775711632
4,500,5,"CatBoost_Lasso",1.59583033648575
4,500,5,"H2OGBM_Lasso",1.73819261698553
4,500,5,"ElasticNet",2.43211472655172
4,500,5,"RF_ElasticNet",2.09305593220533
4,500,5,"XGBoost_ElasticNet",2.28659320201657
4,500,5,"LightGBM_ElasticNet",1.60858775711632
4,500,5,"CatBoost_ElasticNet",1.59583033648575
4,500,5,"H2OGBM_ElasticNet",1.73819261698553
4,500,5,"RF_Full",2.06739421432359
4,500,5,"XGBoost_Full",2.28659320201657
4,500,5,"LightGBM_Full",1.60858775711632
4,500,5,"CatBoost_Full",1.59583033648575
4,500,5,"H2OGBM_Full",1.73819261698553
5,500,5,"Ridge",2.63923900133598
5,500,5,"RF_Ridge",2.2268621728664
5,500,5,"XGBoost_Ridge",1.78744326891354
5,500,5,"LightGBM_Ridge",1.52366217188994
5,500,5,"CatBoost_Ridge",1.32827486182544
5,500,5,"H2OGBM_Ridge",1.61479251081992
5,500,5,"Lasso",2.62160727145471
5,500,5,"RF_Lasso",2.21162705884253
5,500,5,"XGBoost_Lasso",1.78744326891354
5,500,5,"LightGBM_Lasso",1.52366217188994
5,500,5,"CatBoost_Lasso",1.32827486182544
5,500,5,"H2OGBM_Lasso",1.61479251081992
5,500,5,"ElasticNet",2.62188241054877
5,500,5,"RF_ElasticNet",2.19685249320349
5,500,5,"XGBoost_ElasticNet",1.78744326891354
5,500,5,"LightGBM_ElasticNet",1.52366217188994
5,500,5,"CatBoost_ElasticNet",1.32827486182544
5,500,5,"H2OGBM_ElasticNet",1.61479251081992
5,500,5,"RF_Full",2.22853482179934
5,500,5,"XGBoost_Full",1.78744326891354
5,500,5,"LightGBM_Full",1.52366217188994
5,500,5,"CatBoost_Full",1.32827486182544
5,500,5,"H2OGBM_Full",1.61479251081992
6,500,5,"Ridge",2.43793854983424
6,500,5,"RF_Ridge",2.21041014892927
6,500,5,"XGBoost_Ridge",1.88256128214444
6,500,5,"LightGBM_Ridge",1.64173817443002
6,500,5,"CatBoost_Ridge",1.46384083232525
6,500,5,"H2OGBM_Ridge",1.70178177870032
6,500,5,"Lasso",2.42150224759456
6,500,5,"RF_Lasso",2.46250122679215
6,500,5,"XGBoost_Lasso",2.7394124454036
6,500,5,"LightGBM_Lasso",2.37806911745236
6,500,5,"CatBoost_Lasso",2.39281272309814
6,500,5,"H2OGBM_Lasso",2.55756530815929
6,500,5,"ElasticNet",2.41977836415116
6,500,5,"RF_ElasticNet",2.46731376129195
6,500,5,"XGBoost_ElasticNet",2.7394124454036
6,500,5,"LightGBM_ElasticNet",2.37806911745236
6,500,5,"CatBoost_ElasticNet",2.39281272309814
6,500,5,"H2OGBM_ElasticNet",2.55756530815929
6,500,5,"RF_Full",2.20446398386873
6,500,5,"XGBoost_Full",1.88256128214444
6,500,5,"LightGBM_Full",1.64173817443002
6,500,5,"CatBoost_Full",1.46384083232525
6,500,5,"H2OGBM_Full",1.70178177870032
7,500,5,"Ridge",2.87309164896035
7,500,5,"RF_Ridge",2.36987365015451
7,500,5,"XGBoost_Ridge",2.07858682725341
7,500,5,"LightGBM_Ridge",1.70832914981828
7,500,5,"CatBoost_Ridge",1.57018145043017
7,500,5,"H2OGBM_Ridge",1.81541381171818
7,500,5,"Lasso",2.86464340851585
7,500,5,"RF_Lasso",2.35037630634988
7,500,5,"XGBoost_Lasso",2.07858682725341
7,500,5,"LightGBM_Lasso",1.70832914981828
7,500,5,"CatBoost_Lasso",1.57018145043017
7,500,5,"H2OGBM_Lasso",1.81541381171818
7,500,5,"ElasticNet",2.87077702152284
7,500,5,"RF_ElasticNet",2.3791880920072
7,500,5,"XGBoost_ElasticNet",2.07858682725341
7,500,5,"LightGBM_ElasticNet",1.70832914981828
7,500,5,"CatBoost_ElasticNet",1.57018145043017
7,500,5,"H2OGBM_ElasticNet",1.81541381171818
7,500,5,"RF_Full",2.35867524500064
7,500,5,"XGBoost_Full",2.07858682725341
7,500,5,"LightGBM_Full",1.70832914981828
7,500,5,"CatBoost_Full",1.57018145043017
7,500,5,"H2OGBM_Full",1.81541381171818
8,500,5,"Ridge",2.55824827791797
8,500,5,"RF_Ridge",2.40791310390271
8,500,5,"XGBoost_Ridge",1.88498796182784
8,500,5,"LightGBM_Ridge",1.51836828731407
8,500,5,"CatBoost_Ridge",1.44697365308365
8,500,5,"H2OGBM_Ridge",1.59809616601837
8,500,5,"Lasso",2.50954729477693
8,500,5,"RF_Lasso",2.42929221291271
8,500,5,"XGBoost_Lasso",1.88498796182784
8,500,5,"LightGBM_Lasso",1.51836828731407
8,500,5,"CatBoost_Lasso",1.44697365308365
8,500,5,"H2OGBM_Lasso",1.59809616601837
8,500,5,"ElasticNet",2.50990509705035
8,500,5,"RF_ElasticNet",2.41587950842136
8,500,5,"XGBoost_ElasticNet",1.88498796182784
8,500,5,"LightGBM_ElasticNet",1.51836828731407
8,500,5,"CatBoost_ElasticNet",1.44697365308365
8,500,5,"H2OGBM_ElasticNet",1.59809616601837
8,500,5,"RF_Full",2.40788693482217
8,500,5,"XGBoost_Full",1.88498796182784
8,500,5,"LightGBM_Full",1.51836828731407
8,500,5,"CatBoost_Full",1.44697365308365
8,500,5,"H2OGBM_Full",1.59809616601837
9,500,5,"Ridge",2.59369093881405
9,500,5,"RF_Ridge",2.21108772681398
9,500,5,"XGBoost_Ridge",1.75651123650595
9,500,5,"LightGBM_Ridge",1.57472490291673
9,500,5,"CatBoost_Ridge",1.3339409494648
9,500,5,"H2OGBM_Ridge",1.5730325427927
9,500,5,"Lasso",2.60851364039455
9,500,5,"RF_Lasso",2.20060333863438
9,500,5,"XGBoost_Lasso",1.75651123650595
9,500,5,"LightGBM_Lasso",1.57472490291673
9,500,5,"CatBoost_Lasso",1.3339409494648
9,500,5,"H2OGBM_Lasso",1.5730325427927
9,500,5,"ElasticNet",2.6084759507532
9,500,5,"RF_ElasticNet",2.1843085624959
9,500,5,"XGBoost_ElasticNet",1.75651123650595
9,500,5,"LightGBM_ElasticNet",1.57472490291673
9,500,5,"CatBoost_ElasticNet",1.3339409494648
9,500,5,"H2OGBM_ElasticNet",1.5730325427927
9,500,5,"RF_Full",2.18036344923124
9,500,5,"XGBoost_Full",1.75651123650595
9,500,5,"LightGBM_Full",1.57472490291673
9,500,5,"CatBoost_Full",1.3339409494648
9,500,5,"H2OGBM_Full",1.5730325427927
10,500,5,"Ridge",2.63828423492378
10,500,5,"RF_Ridge",2.1434223969336
10,500,5,"XGBoost_Ridge",1.869557089986
10,500,5,"LightGBM_Ridge",1.41785047361555
10,500,5,"CatBoost_Ridge",1.40750503514944
10,500,5,"H2OGBM_Ridge",1.68253810464042
10,500,5,"Lasso",2.62898886120773
10,500,5,"RF_Lasso",2.37953620780726
10,500,5,"XGBoost_Lasso",2.28295571389417
10,500,5,"LightGBM_Lasso",2.03926338879553
10,500,5,"CatBoost_Lasso",1.95267805341146
10,500,5,"H2OGBM_Lasso",2.08506302906753
10,500,5,"ElasticNet",2.63141810596743
10,500,5,"RF_ElasticNet",2.12797024372224
10,500,5,"XGBoost_ElasticNet",1.869557089986
10,500,5,"LightGBM_ElasticNet",1.41785047361555
10,500,5,"CatBoost_ElasticNet",1.40750503514944
10,500,5,"H2OGBM_ElasticNet",1.68253810464042
10,500,5,"RF_Full",2.12601129051929
10,500,5,"XGBoost_Full",1.869557089986
10,500,5,"LightGBM_Full",1.41785047361555
10,500,5,"CatBoost_Full",1.40750503514944
10,500,5,"H2OGBM_Full",1.68253810464042
1,500,10,"Ridge",2.43860239757112
1,500,10,"RF_Ridge",2.45913594276155
1,500,10,"XGBoost_Ridge",2.11714105049371
1,500,10,"LightGBM_Ridge",1.76388678502403
1,500,10,"CatBoost_Ridge",1.53567014813619
1,500,10,"H2OGBM_Ridge",1.79172084069794
1,500,10,"Lasso",2.38362898284276
1,500,10,"RF_Lasso",2.43930493456245
1,500,10,"XGBoost_Lasso",1.96757283630345
1,500,10,"LightGBM_Lasso",1.65878570151986
1,500,10,"CatBoost_Lasso",1.5590623423979
1,500,10,"H2OGBM_Lasso",1.66733434734208
1,500,10,"ElasticNet",2.39256506830771
1,500,10,"RF_ElasticNet",2.43560853102707
1,500,10,"XGBoost_ElasticNet",1.96757283630345
1,500,10,"LightGBM_ElasticNet",1.65878570151986
1,500,10,"CatBoost_ElasticNet",1.5590623423979
1,500,10,"H2OGBM_ElasticNet",1.66733434734208
1,500,10,"RF_Full",2.45722617865619
1,500,10,"XGBoost_Full",2.11714105049371
1,500,10,"LightGBM_Full",1.76388678502403
1,500,10,"CatBoost_Full",1.53567014813619
1,500,10,"H2OGBM_Full",1.79172084069794
2,500,10,"Ridge",2.9727353123734
2,500,10,"RF_Ridge",2.57521605067564
2,500,10,"XGBoost_Ridge",2.0808934769995
2,500,10,"LightGBM_Ridge",1.99589222794426
2,500,10,"CatBoost_Ridge",1.58878259019516
2,500,10,"H2OGBM_Ridge",1.88519136379503
2,500,10,"Lasso",2.9538137971811
2,500,10,"RF_Lasso",2.80142205255316
2,500,10,"XGBoost_Lasso",2.44088601757963
2,500,10,"LightGBM_Lasso",2.42824919790477
2,500,10,"CatBoost_Lasso",2.38494169936167
2,500,10,"H2OGBM_Lasso",2.39896491840997
2,500,10,"ElasticNet",2.95661621636011
2,500,10,"RF_ElasticNet",2.36159954317597
2,500,10,"XGBoost_ElasticNet",2.11008070014525
2,500,10,"LightGBM_ElasticNet",1.81122551849295
2,500,10,"CatBoost_ElasticNet",1.71629734916884
2,500,10,"H2OGBM_ElasticNet",1.75673268128522
2,500,10,"RF_Full",2.57786017883376
2,500,10,"XGBoost_Full",2.0808934769995
2,500,10,"LightGBM_Full",1.99589222794426
2,500,10,"CatBoost_Full",1.58878259019516
2,500,10,"H2OGBM_Full",1.88519136379503
3,500,10,"Ridge",2.4455337177688
3,500,10,"RF_Ridge",2.31867962099156
3,500,10,"XGBoost_Ridge",1.92867077247821
3,500,10,"LightGBM_Ridge",1.53127540948503
3,500,10,"CatBoost_Ridge",1.40499077963318
3,500,10,"H2OGBM_Ridge",1.70720898852692
3,500,10,"Lasso",2.43389564312187
3,500,10,"RF_Lasso",2.69278586682419
3,500,10,"XGBoost_Lasso",2.46505749592921
3,500,10,"LightGBM_Lasso",2.08391415458219
3,500,10,"CatBoost_Lasso",2.13099528873585
3,500,10,"H2OGBM_Lasso",2.12251970959065
3,500,10,"ElasticNet",2.43456451313267
3,500,10,"RF_ElasticNet",2.52659499841672
3,500,10,"XGBoost_ElasticNet",2.57500708280275
3,500,10,"LightGBM_ElasticNet",2.15359818013054
3,500,10,"CatBoost_ElasticNet",2.12283796419476
3,500,10,"H2OGBM_ElasticNet",2.25266299569771
3,500,10,"RF_Full",2.32981479597623
3,500,10,"XGBoost_Full",1.92867077247821
3,500,10,"LightGBM_Full",1.53127540948503
3,500,10,"CatBoost_Full",1.40499077963318
3,500,10,"H2OGBM_Full",1.70720898852692
4,500,10,"Ridge",2.47734561938191
4,500,10,"RF_Ridge",2.19014638818528
4,500,10,"XGBoost_Ridge",2.11499962186208
4,500,10,"LightGBM_Ridge",1.68384712348305
4,500,10,"CatBoost_Ridge",1.48988501137415
4,500,10,"H2OGBM_Ridge",1.69309927834618
4,500,10,"Lasso",2.49753755127311
4,500,10,"RF_Lasso",2.35572542962495
4,500,10,"XGBoost_Lasso",2.18948218363471
4,500,10,"LightGBM_Lasso",2.09387902426761
4,500,10,"CatBoost_Lasso",1.90835081865274
4,500,10,"H2OGBM_Lasso",2.08390107353406
4,500,10,"ElasticNet",2.48714361628709
4,500,10,"RF_ElasticNet",2.19079374564469
4,500,10,"XGBoost_ElasticNet",2.11499962186208
4,500,10,"LightGBM_ElasticNet",1.68384712348305
4,500,10,"CatBoost_ElasticNet",1.48988501137415
4,500,10,"H2OGBM_ElasticNet",1.69309927834618
4,500,10,"RF_Full",2.16909605774123
4,500,10,"XGBoost_Full",2.11499962186208
4,500,10,"LightGBM_Full",1.68384712348305
4,500,10,"CatBoost_Full",1.48988501137415
4,500,10,"H2OGBM_Full",1.69309927834618
5,500,10,"Ridge",2.8330252864716
5,500,10,"RF_Ridge",2.20234513875076
5,500,10,"XGBoost_Ridge",2.16949697382143
5,500,10,"LightGBM_Ridge",1.69883933469413
5,500,10,"CatBoost_Ridge",1.47441375757863
5,500,10,"H2OGBM_Ridge",1.82776400495837
5,500,10,"Lasso",2.79620180467525
5,500,10,"RF_Lasso",2.56961153237571
5,500,10,"XGBoost_Lasso",2.55644922331547
5,500,10,"LightGBM_Lasso",2.2197646384611
5,500,10,"CatBoost_Lasso",2.10058396750338
5,500,10,"H2OGBM_Lasso",2.33558477850909
5,500,10,"ElasticNet",2.80586980377861
5,500,10,"RF_ElasticNet",2.61066690319601
5,500,10,"XGBoost_ElasticNet",2.55644922331547
5,500,10,"LightGBM_ElasticNet",2.2197646384611
5,500,10,"CatBoost_ElasticNet",2.10058396750338
5,500,10,"H2OGBM_ElasticNet",2.33558477850909
5,500,10,"RF_Full",2.1961691897777
5,500,10,"XGBoost_Full",2.16949697382143
5,500,10,"LightGBM_Full",1.69883933469413
5,500,10,"CatBoost_Full",1.47441375757863
5,500,10,"H2OGBM_Full",1.82776400495837
6,500,10,"Ridge",2.34953694453641
6,500,10,"RF_Ridge",1.97935435341781
6,500,10,"XGBoost_Ridge",1.93249341018042
6,500,10,"LightGBM_Ridge",1.62773181256525
6,500,10,"CatBoost_Ridge",1.43057476322951
6,500,10,"H2OGBM_Ridge",1.75294731152048
6,500,10,"Lasso",2.3377762630853
6,500,10,"RF_Lasso",1.84323307351961
6,500,10,"XGBoost_Lasso",1.78443930323924
6,500,10,"LightGBM_Lasso",1.52202583246387
6,500,10,"CatBoost_Lasso",1.41567911145757
6,500,10,"H2OGBM_Lasso",1.68020132067263
6,500,10,"ElasticNet",2.34691472411567
6,500,10,"RF_ElasticNet",1.8469243033173
6,500,10,"XGBoost_ElasticNet",1.78443930323924
6,500,10,"LightGBM_ElasticNet",1.52202583246387
6,500,10,"CatBoost_ElasticNet",1.41567911145757
6,500,10,"H2OGBM_ElasticNet",1.68020132067263
6,500,10,"RF_Full",1.9860952056317
6,500,10,"XGBoost_Full",1.93249341018042
6,500,10,"LightGBM_Full",1.62773181256525
6,500,10,"CatBoost_Full",1.43057476322951
6,500,10,"H2OGBM_Full",1.75294731152048
7,500,10,"Ridge",2.59569109310159
7,500,10,"RF_Ridge",2.47804725644588
7,500,10,"XGBoost_Ridge",2.170669817692
7,500,10,"LightGBM_Ridge",1.72121750418043
7,500,10,"CatBoost_Ridge",1.56820615602128
7,500,10,"H2OGBM_Ridge",1.74410957459607
7,500,10,"Lasso",2.51374603212544
7,500,10,"RF_Lasso",2.44345067041974
7,500,10,"XGBoost_Lasso",2.170669817692
7,500,10,"LightGBM_Lasso",1.72121750418043
7,500,10,"CatBoost_Lasso",1.56820615602128
7,500,10,"H2OGBM_Lasso",1.74410957459607
7,500,10,"ElasticNet",2.51627246031952
7,500,10,"RF_ElasticNet",2.48079715017466
7,500,10,"XGBoost_ElasticNet",2.170669817692
7,500,10,"LightGBM_ElasticNet",1.72121750418043
7,500,10,"CatBoost_ElasticNet",1.56820615602128
7,500,10,"H2OGBM_ElasticNet",1.74410957459607
7,500,10,"RF_Full",2.46639382819326
7,500,10,"XGBoost_Full",2.170669817692
7,500,10,"LightGBM_Full",1.72121750418043
7,500,10,"CatBoost_Full",1.56820615602128
7,500,10,"H2OGBM_Full",1.74410957459607
8,500,10,"Ridge",2.19535362969817
8,500,10,"RF_Ridge",1.94834160258737
8,500,10,"XGBoost_Ridge",2.02787225710787
8,500,10,"LightGBM_Ridge",1.4371703812207
8,500,10,"CatBoost_Ridge",1.29304381593218
8,500,10,"H2OGBM_Ridge",1.46819817216951
8,500,10,"Lasso",2.16792723894595
8,500,10,"RF_Lasso",2.15936974832578
8,500,10,"XGBoost_Lasso",2.46577921735553
8,500,10,"LightGBM_Lasso",1.93465498068884
8,500,10,"CatBoost_Lasso",1.89027041951218
8,500,10,"H2OGBM_Lasso",2.0672684581776
8,500,10,"ElasticNet",2.17360355561498
8,500,10,"RF_ElasticNet",2.12934392970206
8,500,10,"XGBoost_ElasticNet",2.26344296440889
8,500,10,"LightGBM_ElasticNet",1.83552260756824
8,500,10,"CatBoost_ElasticNet",1.942862248993
8,500,10,"H2OGBM_ElasticNet",1.97931440903811
8,500,10,"RF_Full",2.00492735948057
8,500,10,"XGBoost_Full",2.02787225710787
8,500,10,"LightGBM_Full",1.4371703812207
8,500,10,"CatBoost_Full",1.29304381593218
8,500,10,"H2OGBM_Full",1.46819817216951
9,500,10,"Ridge",2.78898564348694
9,500,10,"RF_Ridge",2.46023501240299
9,500,10,"XGBoost_Ridge",2.09591639306418
9,500,10,"LightGBM_Ridge",1.74203189846485
9,500,10,"CatBoost_Ridge",1.59536927439831
9,500,10,"H2OGBM_Ridge",1.82317363854821
9,500,10,"Lasso",2.7553089742077
9,500,10,"RF_Lasso",2.71020911687558
9,500,10,"XGBoost_Lasso",2.36336135760052
9,500,10,"LightGBM_Lasso",2.15829232356249
9,500,10,"CatBoost_Lasso",2.28252128465938
