"sim","n","p","model","rmse"
9,500,10,"H2OGBM_Lasso",2.19467812107767
9,500,10,"ElasticNet",2.76016493500632
9,500,10,"RF_ElasticNet",2.72888778795626
9,500,10,"XGBoost_ElasticNet",2.36336135760052
9,500,10,"LightGBM_ElasticNet",2.15829232356249
9,500,10,"CatBoost_ElasticNet",2.28252128465938
9,500,10,"H2OGBM_ElasticNet",2.19467812107767
9,500,10,"RF_Full",2.48199357031371
9,500,10,"XGBoost_Full",2.09591639306418
9,500,10,"LightGBM_Full",1.74203189846485
9,500,10,"CatBoost_Full",1.59536927439831
9,500,10,"H2OGBM_Full",1.82317363854821
10,500,10,"Ridge",2.60971787314535
10,500,10,"RF_Ridge",2.09213357475863
10,500,10,"XGBoost_Ridge",2.00842741924571
10,500,10,"LightGBM_Ridge",1.5824205072628
10,500,10,"CatBoost_Ridge",1.61483767996822
10,500,10,"H2OGBM_Ridge",1.73229499006673
10,500,10,"Lasso",2.60916606876728
10,500,10,"RF_Lasso",1.96081433272717
10,500,10,"XGBoost_Lasso",1.61223652043614
10,500,10,"LightGBM_Lasso",1.57222828518174
10,500,10,"CatBoost_Lasso",1.50815906668438
10,500,10,"H2OGBM_Lasso",1.6698072521027
10,500,10,"ElasticNet",2.60442061571702
10,500,10,"RF_ElasticNet",1.96519690078894
10,500,10,"XGBoost_ElasticNet",1.61223652043614
10,500,10,"LightGBM_ElasticNet",1.57222828518174
10,500,10,"CatBoost_ElasticNet",1.50815906668438
10,500,10,"H2OGBM_ElasticNet",1.6698072521027
10,500,10,"RF_Full",2.10341743736924
10,500,10,"XGBoost_Full",2.00842741924571
10,500,10,"LightGBM_Full",1.5824205072628
10,500,10,"CatBoost_Full",1.61483767996822
10,500,10,"H2OGBM_Full",1.73229499006673
1,500,50,"Ridge",3.0581332057118
1,500,50,"RF_Ridge",2.66018830727636
1,500,50,"XGBoost_Ridge",2.76397441614948
1,500,50,"LightGBM_Ridge",2.1780783775093
1,500,50,"CatBoost_Ridge",1.96227074969752
1,500,50,"H2OGBM_Ridge",2.03186188870597
1,500,50,"Lasso",2.91099137361214
1,500,50,"RF_Lasso",2.7136713679483
1,500,50,"XGBoost_Lasso",2.76372983900656
1,500,50,"LightGBM_Lasso",2.73402361397441
1,500,50,"CatBoost_Lasso",2.4233419611925
1,500,50,"H2OGBM_Lasso",2.4853921407573
1,500,50,"ElasticNet",2.92218109557614
1,500,50,"RF_ElasticNet",2.52640022977962
1,500,50,"XGBoost_ElasticNet",2.53426845394678
1,500,50,"LightGBM_ElasticNet",2.11029667356035
1,500,50,"CatBoost_ElasticNet",1.90640062140182
1,500,50,"H2OGBM_ElasticNet",1.92716927038424
1,500,50,"RF_Full",2.68837901001276
1,500,50,"XGBoost_Full",2.76397441614948
1,500,50,"LightGBM_Full",2.1780783775093
1,500,50,"CatBoost_Full",1.96227074969752
1,500,50,"H2OGBM_Full",2.03186188870597
2,500,50,"Ridge",2.94219079715616
2,500,50,"RF_Ridge",2.55296987159157
2,500,50,"XGBoost_Ridge",2.07902666093557
2,500,50,"LightGBM_Ridge",1.74221884532735
2,500,50,"CatBoost_Ridge",1.65301771968989
2,500,50,"H2OGBM_Ridge",1.76202305926021
2,500,50,"Lasso",2.78203597331559
2,500,50,"RF_Lasso",2.34832191924816
2,500,50,"XGBoost_Lasso",2.01541048213092
2,500,50,"LightGBM_Lasso",1.67540369918658
2,500,50,"CatBoost_Lasso",1.62707870989992
2,500,50,"H2OGBM_Lasso",1.69354771713318
2,500,50,"ElasticNet",2.79353305687617
2,500,50,"RF_ElasticNet",2.31705186531553
2,500,50,"XGBoost_ElasticNet",2.10303985493653
2,500,50,"LightGBM_ElasticNet",1.64706882321527
2,500,50,"CatBoost_ElasticNet",1.57616161732883
2,500,50,"H2OGBM_ElasticNet",1.73786078298317
2,500,50,"RF_Full",2.54091511375907
2,500,50,"XGBoost_Full",2.07902666093557
2,500,50,"LightGBM_Full",1.74221884532735
2,500,50,"CatBoost_Full",1.65301771968989
2,500,50,"H2OGBM_Full",1.76202305926021
3,500,50,"Ridge",2.67378292213677
3,500,50,"RF_Ridge",2.89741141293566
3,500,50,"XGBoost_Ridge",2.8433094835739
3,500,50,"LightGBM_Ridge",1.87006746695688
3,500,50,"CatBoost_Ridge",2.02134725584388
3,500,50,"H2OGBM_Ridge",2.05167338479522
3,500,50,"Lasso",2.53063765972548
3,500,50,"RF_Lasso",2.71017418254171
3,500,50,"XGBoost_Lasso",2.21767232163333
3,500,50,"LightGBM_Lasso",1.80324177247479
3,500,50,"CatBoost_Lasso",1.85454231235958
3,500,50,"H2OGBM_Lasso",1.88193108201954
3,500,50,"ElasticNet",2.57317138401606
3,500,50,"RF_ElasticNet",2.69303290085021
3,500,50,"XGBoost_ElasticNet",2.26712429269952
3,500,50,"LightGBM_ElasticNet",1.82719299850536
3,500,50,"CatBoost_ElasticNet",1.9919777385167
3,500,50,"H2OGBM_ElasticNet",1.83596749710848
3,500,50,"RF_Full",2.8716973985265
3,500,50,"XGBoost_Full",2.8433094835739
3,500,50,"LightGBM_Full",1.87006746695688
3,500,50,"CatBoost_Full",2.02134725584388
3,500,50,"H2OGBM_Full",2.05167338479522
4,500,50,"Ridge",2.56927952448035
4,500,50,"RF_Ridge",2.65169210535717
4,500,50,"XGBoost_Ridge",2.25965195323716
4,500,50,"LightGBM_Ridge",1.81094237509676
4,500,50,"CatBoost_Ridge",1.76961077965138
4,500,50,"H2OGBM_Ridge",1.8705450146362
4,500,50,"Lasso",2.45169498239251
4,500,50,"RF_Lasso",2.55725608098938
4,500,50,"XGBoost_Lasso",2.40138979473865
4,500,50,"LightGBM_Lasso",2.2622763287724
4,500,50,"CatBoost_Lasso",2.31559692954299
4,500,50,"H2OGBM_Lasso",2.28270801038746
4,500,50,"ElasticNet",2.47378087044162
4,500,50,"RF_ElasticNet",2.60666393297275
4,500,50,"XGBoost_ElasticNet",2.40138979473865
4,500,50,"LightGBM_ElasticNet",2.2622763287724
4,500,50,"CatBoost_ElasticNet",2.31559692954299
4,500,50,"H2OGBM_ElasticNet",2.28270801038746
4,500,50,"RF_Full",2.64533376070595
4,500,50,"XGBoost_Full",2.25965195323716
4,500,50,"LightGBM_Full",1.81094237509676
4,500,50,"CatBoost_Full",1.76961077965138
4,500,50,"H2OGBM_Full",1.8705450146362
5,500,50,"Ridge",2.56711739929351
5,500,50,"RF_Ridge",2.75398609244626
5,500,50,"XGBoost_Ridge",2.30943302669965
5,500,50,"LightGBM_Ridge",1.78227085755628
5,500,50,"CatBoost_Ridge",2.13738319168895
5,500,50,"H2OGBM_Ridge",1.92947280737761
5,500,50,"Lasso",2.64524616034541
5,500,50,"RF_Lasso",2.33587830259904
5,500,50,"XGBoost_Lasso",2.33048160291224
5,500,50,"LightGBM_Lasso",2.03602593616057
5,500,50,"CatBoost_Lasso",2.09718186962421
5,500,50,"H2OGBM_Lasso",2.18192667498751
5,500,50,"ElasticNet",2.66584236331622
5,500,50,"RF_ElasticNet",2.06070040982447
5,500,50,"XGBoost_ElasticNet",1.77191106146671
5,500,50,"LightGBM_ElasticNet",1.39048769058045
5,500,50,"CatBoost_ElasticNet",1.44140775641491
5,500,50,"H2OGBM_ElasticNet",1.63806658024721
5,500,50,"RF_Full",2.72690790341304
5,500,50,"XGBoost_Full",2.30943302669965
5,500,50,"LightGBM_Full",1.78227085755628
5,500,50,"CatBoost_Full",2.13738319168895
5,500,50,"H2OGBM_Full",1.92947280737761
6,500,50,"Ridge",2.72247699031152
6,500,50,"RF_Ridge",2.77410773691536
6,500,50,"XGBoost_Ridge",2.20585660893376
6,500,50,"LightGBM_Ridge",1.76022299899602
6,500,50,"CatBoost_Ridge",1.89201034753067
6,500,50,"H2OGBM_Ridge",1.94132477351822
6,500,50,"Lasso",2.67400437869095
6,500,50,"RF_Lasso",2.50574588276372
6,500,50,"XGBoost_Lasso",2.18983927045522
6,500,50,"LightGBM_Lasso",1.71878421972621
6,500,50,"CatBoost_Lasso",1.64551705111043
6,500,50,"H2OGBM_Lasso",1.81422195219306
6,500,50,"ElasticNet",2.67502926307235
6,500,50,"RF_ElasticNet",2.53542126857067
6,500,50,"XGBoost_ElasticNet",2.20283336297057
6,500,50,"LightGBM_ElasticNet",1.71790740412581
6,500,50,"CatBoost_ElasticNet",1.6734862460764
6,500,50,"H2OGBM_ElasticNet",1.87487379352118
6,500,50,"RF_Full",2.82321420999635
6,500,50,"XGBoost_Full",2.20585660893376
6,500,50,"LightGBM_Full",1.76022299899602
6,500,50,"CatBoost_Full",1.89201034753067
6,500,50,"H2OGBM_Full",1.94132477351822
7,500,50,"Ridge",2.75195421261103
7,500,50,"RF_Ridge",2.61016149288337
7,500,50,"XGBoost_Ridge",2.25829607383145
7,500,50,"LightGBM_Ridge",1.78856074632406
7,500,50,"CatBoost_Ridge",1.75210723412637
7,500,50,"H2OGBM_Ridge",1.98795330792996
7,500,50,"Lasso",2.63971547741177
7,500,50,"RF_Lasso",2.52724146107452
7,500,50,"XGBoost_Lasso",2.1659215995197
7,500,50,"LightGBM_Lasso",1.90422619079465
7,500,50,"CatBoost_Lasso",1.76677762919267
7,500,50,"H2OGBM_Lasso",1.92457857232508
7,500,50,"ElasticNet",2.61761147850026
7,500,50,"RF_ElasticNet",2.4547437935338
7,500,50,"XGBoost_ElasticNet",2.14042867756434
7,500,50,"LightGBM_ElasticNet",1.83917535236664
7,500,50,"CatBoost_ElasticNet",1.8011838650635
7,500,50,"H2OGBM_ElasticNet",1.96148200621194
7,500,50,"RF_Full",2.62366959251075
7,500,50,"XGBoost_Full",2.25829607383145
7,500,50,"LightGBM_Full",1.78856074632406
7,500,50,"CatBoost_Full",1.75210723412637
7,500,50,"H2OGBM_Full",1.98795330792996
8,500,50,"Ridge",2.77125418299222
8,500,50,"RF_Ridge",2.537914617715
8,500,50,"XGBoost_Ridge",2.36360446983178
8,500,50,"LightGBM_Ridge",1.59128740014417
8,500,50,"CatBoost_Ridge",1.80567393393825
8,500,50,"H2OGBM_Ridge",1.7453185508091
8,500,50,"Lasso",2.5585272326816
8,500,50,"RF_Lasso",2.40984844323503
8,500,50,"XGBoost_Lasso",2.03942461484423
8,500,50,"LightGBM_Lasso",1.58635200884008
8,500,50,"CatBoost_Lasso",1.68504532290442
8,500,50,"H2OGBM_Lasso",1.68561259649765
8,500,50,"ElasticNet",2.58016475381006
8,500,50,"RF_ElasticNet",2.39401832440154
8,500,50,"XGBoost_ElasticNet",1.9974992921324
8,500,50,"LightGBM_ElasticNet",1.63069438518846
8,500,50,"CatBoost_ElasticNet",1.68438813404588
8,500,50,"H2OGBM_ElasticNet",1.75903087313997
8,500,50,"RF_Full",2.52074122734314
8,500,50,"XGBoost_Full",2.36360446983178
8,500,50,"LightGBM_Full",1.59128740014417
8,500,50,"CatBoost_Full",1.80567393393825
8,500,50,"H2OGBM_Full",1.7453185508091
9,500,50,"Ridge",2.87386235437015
9,500,50,"RF_Ridge",3.08799929266716
9,500,50,"XGBoost_Ridge",2.71357506409646
9,500,50,"LightGBM_Ridge",2.1285537907917
9,500,50,"CatBoost_Ridge",2.24590726613653
9,500,50,"H2OGBM_Ridge",2.26892012481838
9,500,50,"Lasso",2.72763751081567
9,500,50,"RF_Lasso",3.01513508374945
9,500,50,"XGBoost_Lasso",2.83719729592661
9,500,50,"LightGBM_Lasso",2.41044199119485
9,500,50,"CatBoost_Lasso",2.64388549006525
9,500,50,"H2OGBM_Lasso",2.50805438670458
9,500,50,"ElasticNet",2.76297305939175
9,500,50,"RF_ElasticNet",2.96610486632293
9,500,50,"XGBoost_ElasticNet",2.63601946022006
9,500,50,"LightGBM_ElasticNet",2.04193983645534
9,500,50,"CatBoost_ElasticNet",1.99803795105744
9,500,50,"H2OGBM_ElasticNet",2.2330447091687
9,500,50,"RF_Full",3.11055479836739
9,500,50,"XGBoost_Full",2.71357506409646
9,500,50,"LightGBM_Full",2.1285537907917
9,500,50,"CatBoost_Full",2.24590726613653
9,500,50,"H2OGBM_Full",2.26892012481838
10,500,50,"Ridge",3.21487803290278
10,500,50,"RF_Ridge",2.8294643660965
10,500,50,"XGBoost_Ridge",2.61357522054333
10,500,50,"LightGBM_Ridge",2.09683147995418
10,500,50,"CatBoost_Ridge",2.11847045616475
10,500,50,"H2OGBM_Ridge",2.2447942995025
10,500,50,"Lasso",3.02286213353792
10,500,50,"RF_Lasso",2.83289453382869
10,500,50,"XGBoost_Lasso",2.66234855566589
10,500,50,"LightGBM_Lasso",2.71153941438883
10,500,50,"CatBoost_Lasso",2.64903029408411
10,500,50,"H2OGBM_Lasso",2.74778894886806
10,500,50,"ElasticNet",3.03299304871293
10,500,50,"RF_ElasticNet",2.84053417299273
10,500,50,"XGBoost_ElasticNet",2.74807791505414
10,500,50,"LightGBM_ElasticNet",2.70959526071104
10,500,50,"CatBoost_ElasticNet",2.47184342726628
10,500,50,"H2OGBM_ElasticNet",2.72957207207553
10,500,50,"RF_Full",2.83460246185827
10,500,50,"XGBoost_Full",2.61357522054333
10,500,50,"LightGBM_Full",2.09683147995418
10,500,50,"CatBoost_Full",2.11847045616475
10,500,50,"H2OGBM_Full",2.2447942995025
1,1000,5,"Ridge",2.66251154101574
1,1000,5,"RF_Ridge",2.16608336938819
1,1000,5,"XGBoost_Ridge",1.84551065869404
1,1000,5,"LightGBM_Ridge",1.6245899331593
1,1000,5,"CatBoost_Ridge",1.3820463815298
1,1000,5,"H2OGBM_Ridge",1.61795743842147
1,1000,5,"Lasso",2.62287587039598
1,1000,5,"RF_Lasso",2.17453715759203
1,1000,5,"XGBoost_Lasso",1.84551065869404
1,1000,5,"LightGBM_Lasso",1.6245899331593
1,1000,5,"CatBoost_Lasso",1.3820463815298
1,1000,5,"H2OGBM_Lasso",1.61795743842147
1,1000,5,"ElasticNet",2.62257113460716
1,1000,5,"RF_ElasticNet",2.16986384840539
1,1000,5,"XGBoost_ElasticNet",1.84551065869404
1,1000,5,"LightGBM_ElasticNet",1.6245899331593
1,1000,5,"CatBoost_ElasticNet",1.3820463815298
1,1000,5,"H2OGBM_ElasticNet",1.61795743842147
1,1000,5,"RF_Full",2.16121155746556
1,1000,5,"XGBoost_Full",1.84551065869404
1,1000,5,"LightGBM_Full",1.6245899331593
1,1000,5,"CatBoost_Full",1.3820463815298
1,1000,5,"H2OGBM_Full",1.61795743842147
2,1000,5,"Ridge",2.57884017915227
2,1000,5,"RF_Ridge",2.00789246623389
2,1000,5,"XGBoost_Ridge",1.83249837578529
2,1000,5,"LightGBM_Ridge",1.4514120518798
2,1000,5,"CatBoost_Ridge",1.23858748958135
2,1000,5,"H2OGBM_Ridge",1.48802952320677
2,1000,5,"Lasso",2.55316588162449
2,1000,5,"RF_Lasso",1.99747420433646
2,1000,5,"XGBoost_Lasso",1.83249837578529
2,1000,5,"LightGBM_Lasso",1.4514120518798
2,1000,5,"CatBoost_Lasso",1.23858748958135
2,1000,5,"H2OGBM_Lasso",1.48802952320677
2,1000,5,"ElasticNet",2.55358869476707
2,1000,5,"RF_ElasticNet",2.01276156624974
2,1000,5,"XGBoost_ElasticNet",1.83249837578529
2,1000,5,"LightGBM_ElasticNet",1.4514120518798
2,1000,5,"CatBoost_ElasticNet",1.23858748958135
2,1000,5,"H2OGBM_ElasticNet",1.48802952320677
2,1000,5,"RF_Full",2.00483566636645
2,1000,5,"XGBoost_Full",1.83249837578529
2,1000,5,"LightGBM_Full",1.4514120518798
2,1000,5,"CatBoost_Full",1.23858748958135
2,1000,5,"H2OGBM_Full",1.48802952320677
3,1000,5,"Ridge",2.72024558225313
3,1000,5,"RF_Ridge",1.92818567608513
3,1000,5,"XGBoost_Ridge",1.6200636495454
3,1000,5,"LightGBM_Ridge",1.35819287554724
3,1000,5,"CatBoost_Ridge",1.21115753825846
3,1000,5,"H2OGBM_Ridge",1.40248494821307
3,1000,5,"Lasso",2.71134339211441
3,1000,5,"RF_Lasso",2.26955380740895
3,1000,5,"XGBoost_Lasso",2.2060502274511
3,1000,5,"LightGBM_Lasso",2.18173706959883
3,1000,5,"CatBoost_Lasso",2.12206073592746
3,1000,5,"H2OGBM_Lasso",2.04552272233589
3,1000,5,"ElasticNet",2.70729550195285
3,1000,5,"RF_ElasticNet",2.25445236900772
3,1000,5,"XGBoost_ElasticNet",2.2060502274511
3,1000,5,"LightGBM_ElasticNet",2.18173706959883
3,1000,5,"CatBoost_ElasticNet",2.12206073592746
3,1000,5,"H2OGBM_ElasticNet",2.04552272233589
3,1000,5,"RF_Full",1.9262919676638
3,1000,5,"XGBoost_Full",1.6200636495454
3,1000,5,"LightGBM_Full",1.35819287554724
3,1000,5,"CatBoost_Full",1.21115753825846
3,1000,5,"H2OGBM_Full",1.40248494821307
4,1000,5,"Ridge",2.8164623955321
4,1000,5,"RF_Ridge",2.06687161313068
4,1000,5,"XGBoost_Ridge",1.56561851027391
4,1000,5,"LightGBM_Ridge",1.40853274750079
4,1000,5,"CatBoost_Ridge",1.32014976310671
4,1000,5,"H2OGBM_Ridge",1.47882579089898
4,1000,5,"Lasso",2.80498171842775
4,1000,5,"RF_Lasso",2.08089926361458
4,1000,5,"XGBoost_Lasso",1.56561851027391
4,1000,5,"LightGBM_Lasso",1.40853274750079
4,1000,5,"CatBoost_Lasso",1.32014976310671
4,1000,5,"H2OGBM_Lasso",1.47882579089898
4,1000,5,"ElasticNet",2.80537755058026
4,1000,5,"RF_ElasticNet",2.07422784261522
4,1000,5,"XGBoost_ElasticNet",1.56561851027391
4,1000,5,"LightGBM_ElasticNet",1.40853274750079
4,1000,5,"CatBoost_ElasticNet",1.32014976310671
4,1000,5,"H2OGBM_ElasticNet",1.47882579089898
4,1000,5,"RF_Full",2.06859725409389
4,1000,5,"XGBoost_Full",1.56561851027391
4,1000,5,"LightGBM_Full",1.40853274750079
4,1000,5,"CatBoost_Full",1.32014976310671
4,1000,5,"H2OGBM_Full",1.47882579089898
5,1000,5,"Ridge",2.46517097213469
5,1000,5,"RF_Ridge",2.00051779527355
5,1000,5,"XGBoost_Ridge",1.56490172018925
5,1000,5,"LightGBM_Ridge",1.34638439033813
5,1000,5,"CatBoost_Ridge",1.18092530074605
5,1000,5,"H2OGBM_Ridge",1.32549714073298
5,1000,5,"Lasso",2.46011156124171
5,1000,5,"RF_Lasso",1.97067649545121
5,1000,5,"XGBoost_Lasso",1.56490172018925
5,1000,5,"LightGBM_Lasso",1.34638439033813
5,1000,5,"CatBoost_Lasso",1.18092530074605
5,1000,5,"H2OGBM_Lasso",1.32549714073298
5,1000,5,"ElasticNet",2.45955329182376
5,1000,5,"RF_ElasticNet",1.98125337013297
5,1000,5,"XGBoost_ElasticNet",1.56490172018925
5,1000,5,"LightGBM_ElasticNet",1.34638439033813
5,1000,5,"CatBoost_ElasticNet",1.18092530074605
5,1000,5,"H2OGBM_ElasticNet",1.32549714073298
5,1000,5,"RF_Full",1.98090987480483
5,1000,5,"XGBoost_Full",1.56490172018925
5,1000,5,"LightGBM_Full",1.34638439033813
5,1000,5,"CatBoost_Full",1.18092530074605
5,1000,5,"H2OGBM_Full",1.32549714073298
6,1000,5,"Ridge",2.48062632886882
6,1000,5,"RF_Ridge",1.91297254971818
6,1000,5,"XGBoost_Ridge",1.56050299510303
6,1000,5,"LightGBM_Ridge",1.41093653124085
6,1000,5,"CatBoost_Ridge",1.18280700843914
6,1000,5,"H2OGBM_Ridge",1.4582477728122
6,1000,5,"Lasso",2.45731640070261
6,1000,5,"RF_Lasso",1.92965269969158
6,1000,5,"XGBoost_Lasso",1.56050299510303
6,1000,5,"LightGBM_Lasso",1.41093653124085
6,1000,5,"CatBoost_Lasso",1.18280700843914
6,1000,5,"H2OGBM_Lasso",1.4582477728122
6,1000,5,"ElasticNet",2.45574774056849
6,1000,5,"RF_ElasticNet",1.91651644221374
6,1000,5,"XGBoost_ElasticNet",1.56050299510303
6,1000,5,"LightGBM_ElasticNet",1.41093653124085
6,1000,5,"CatBoost_ElasticNet",1.18280700843914
6,1000,5,"H2OGBM_ElasticNet",1.4582477728122
6,1000,5,"RF_Full",1.93296337727164
6,1000,5,"XGBoost_Full",1.56050299510303
6,1000,5,"LightGBM_Full",1.41093653124085
6,1000,5,"CatBoost_Full",1.18280700843914
6,1000,5,"H2OGBM_Full",1.4582477728122
7,1000,5,"Ridge",2.86879692905059
7,1000,5,"RF_Ridge",2.24847679372485
7,1000,5,"XGBoost_Ridge",1.820424043529
7,1000,5,"LightGBM_Ridge",1.52040108709843
7,1000,5,"CatBoost_Ridge",1.31710009468999
7,1000,5,"H2OGBM_Ridge",1.68647316901905
7,1000,5,"Lasso",2.8533785738701
7,1000,5,"RF_Lasso",2.25643569960135
7,1000,5,"XGBoost_Lasso",1.820424043529
7,1000,5,"LightGBM_Lasso",1.52040108709843
7,1000,5,"CatBoost_Lasso",1.31710009468999
7,1000,5,"H2OGBM_Lasso",1.68647316901905
7,1000,5,"ElasticNet",2.85327290391269
7,1000,5,"RF_ElasticNet",2.24495353612717
7,1000,5,"XGBoost_ElasticNet",1.820424043529
7,1000,5,"LightGBM_ElasticNet",1.52040108709843
7,1000,5,"CatBoost_ElasticNet",1.31710009468999
7,1000,5,"H2OGBM_ElasticNet",1.68647316901905
7,1000,5,"RF_Full",2.21763785557811
7,1000,5,"XGBoost_Full",1.820424043529
7,1000,5,"LightGBM_Full",1.52040108709843
7,1000,5,"CatBoost_Full",1.31710009468999
7,1000,5,"H2OGBM_Full",1.68647316901905
8,1000,5,"Ridge",2.74203031101005
8,1000,5,"RF_Ridge",2.06781367315841
8,1000,5,"XGBoost_Ridge",1.83301149267719
8,1000,5,"LightGBM_Ridge",1.47339530253395
8,1000,5,"CatBoost_Ridge",1.20240700413983
8,1000,5,"H2OGBM_Ridge",1.48118011399534
8,1000,5,"Lasso",2.74605161980659
8,1000,5,"RF_Lasso",2.09868949590409
8,1000,5,"XGBoost_Lasso",1.83301149267719
8,1000,5,"LightGBM_Lasso",1.47339530253395
8,1000,5,"CatBoost_Lasso",1.20240700413983
8,1000,5,"H2OGBM_Lasso",1.48118011399534
8,1000,5,"ElasticNet",2.74424715016614
8,1000,5,"RF_ElasticNet",2.11016425848657
8,1000,5,"XGBoost_ElasticNet",1.83301149267719
8,1000,5,"LightGBM_ElasticNet",1.47339530253395
8,1000,5,"CatBoost_ElasticNet",1.20240700413983
8,1000,5,"H2OGBM_ElasticNet",1.48118011399534
8,1000,5,"RF_Full",2.05885993784673
8,1000,5,"XGBoost_Full",1.83301149267719
8,1000,5,"LightGBM_Full",1.47339530253395
8,1000,5,"CatBoost_Full",1.20240700413983
8,1000,5,"H2OGBM_Full",1.48118011399534
9,1000,5,"Ridge",2.55554742843964
9,1000,5,"RF_Ridge",1.89149703600378
9,1000,5,"XGBoost_Ridge",1.67490213829507
9,1000,5,"LightGBM_Ridge",1.51370155793782
9,1000,5,"CatBoost_Ridge",1.26354819241362
9,1000,5,"H2OGBM_Ridge",1.52549481458098
9,1000,5,"Lasso",2.55597375393908
9,1000,5,"RF_Lasso",1.88719667757583
9,1000,5,"XGBoost_Lasso",1.67490213829507
9,1000,5,"LightGBM_Lasso",1.51370155793782
9,1000,5,"CatBoost_Lasso",1.26354819241362
9,1000,5,"H2OGBM_Lasso",1.52549481458098
9,1000,5,"ElasticNet",2.55558240170113
9,1000,5,"RF_ElasticNet",1.90244759007804
9,1000,5,"XGBoost_ElasticNet",1.67490213829507
9,1000,5,"LightGBM_ElasticNet",1.51370155793782
9,1000,5,"CatBoost_ElasticNet",1.26354819241362
9,1000,5,"H2OGBM_ElasticNet",1.52549481458098
9,1000,5,"RF_Full",1.90354938805375
9,1000,5,"XGBoost_Full",1.67490213829507
9,1000,5,"LightGBM_Full",1.51370155793782
9,1000,5,"CatBoost_Full",1.26354819241362
9,1000,5,"H2OGBM_Full",1.52549481458098
10,1000,5,"Ridge",2.29075575034877
10,1000,5,"RF_Ridge",1.80033899295712
10,1000,5,"XGBoost_Ridge",1.40303658060893
10,1000,5,"LightGBM_Ridge",1.12577888070945
10,1000,5,"CatBoost_Ridge",1.08182908522393
10,1000,5,"H2OGBM_Ridge",1.15919051273734
10,1000,5,"Lasso",2.26947245244096
10,1000,5,"RF_Lasso",1.78658055837702
10,1000,5,"XGBoost_Lasso",1.40303658060893
10,1000,5,"LightGBM_Lasso",1.12577888070945
10,1000,5,"CatBoost_Lasso",1.08182908522393
10,1000,5,"H2OGBM_Lasso",1.15919051273734
10,1000,5,"ElasticNet",2.26971622411033
10,1000,5,"RF_ElasticNet",1.80571477723057
10,1000,5,"XGBoost_ElasticNet",1.40303658060893
10,1000,5,"LightGBM_ElasticNet",1.12577888070945
10,1000,5,"CatBoost_ElasticNet",1.08182908522393
10,1000,5,"H2OGBM_ElasticNet",1.15919051273734
10,1000,5,"RF_Full",1.77542133755158
10,1000,5,"XGBoost_Full",1.40303658060893
10,1000,5,"LightGBM_Full",1.12577888070945
10,1000,5,"CatBoost_Full",1.08182908522393
10,1000,5,"H2OGBM_Full",1.15919051273734
1,1000,10,"Ridge",2.53937332488708
1,1000,10,"RF_Ridge",2.06863676079351
1,1000,10,"XGBoost_Ridge",1.70713538882218
1,1000,10,"LightGBM_Ridge",1.45732704739917
1,1000,10,"CatBoost_Ridge",1.26483206195719
1,1000,10,"H2OGBM_Ridge",1.49072058982966
1,1000,10,"Lasso",2.50413345490497
1,1000,10,"RF_Lasso",2.09146174274886
1,1000,10,"XGBoost_Lasso",1.65277415957332
1,1000,10,"LightGBM_Lasso",1.40730175155015
1,1000,10,"CatBoost_Lasso",1.15707507695104
1,1000,10,"H2OGBM_Lasso",1.5099662531465
1,1000,10,"ElasticNet",2.51008858245417
1,1000,10,"RF_ElasticNet",1.98159557826422
1,1000,10,"XGBoost_ElasticNet",1.62491894357868
1,1000,10,"LightGBM_ElasticNet",1.39786453735481
1,1000,10,"CatBoost_ElasticNet",1.18927246897607
1,1000,10,"H2OGBM_ElasticNet",1.47613391690149
1,1000,10,"RF_Full",2.06051733507699
1,1000,10,"XGBoost_Full",1.70713538882218
1,1000,10,"LightGBM_Full",1.45732704739917
1,1000,10,"CatBoost_Full",1.26483206195719
1,1000,10,"H2OGBM_Full",1.49072058982966
2,1000,10,"Ridge",2.84761395748451
2,1000,10,"RF_Ridge",2.26775651042992
2,1000,10,"XGBoost_Ridge",1.83972204169059
2,1000,10,"LightGBM_Ridge",1.4664321303834
2,1000,10,"CatBoost_Ridge",1.34838200131212
2,1000,10,"H2OGBM_Ridge",1.4806453754737
2,1000,10,"Lasso",2.8412302236533
2,1000,10,"RF_Lasso",2.36568028002605
2,1000,10,"XGBoost_Lasso",2.25559464183673
2,1000,10,"LightGBM_Lasso",2.06749381048469
2,1000,10,"CatBoost_Lasso",2.04265140056274
2,1000,10,"H2OGBM_Lasso",2.04475723871678
2,1000,10,"ElasticNet",2.84129352615504
2,1000,10,"RF_ElasticNet",2.51890570683211
2,1000,10,"XGBoost_ElasticNet",2.28185754763411
2,1000,10,"LightGBM_ElasticNet",2.11427768985145
2,1000,10,"CatBoost_ElasticNet",1.98814407756584
2,1000,10,"H2OGBM_ElasticNet",2.02901609900032
2,1000,10,"RF_Full",2.26260724845961
2,1000,10,"XGBoost_Full",1.83972204169059
2,1000,10,"LightGBM_Full",1.4664321303834
2,1000,10,"CatBoost_Full",1.34838200131212
2,1000,10,"H2OGBM_Full",1.4806453754737
3,1000,10,"Ridge",2.64249092626454
3,1000,10,"RF_Ridge",2.09959692460707
3,1000,10,"XGBoost_Ridge",1.8631817458617
3,1000,10,"LightGBM_Ridge",1.65737214435437
3,1000,10,"CatBoost_Ridge",1.29580321478278
3,1000,10,"H2OGBM_Ridge",1.59371166440747
3,1000,10,"Lasso",2.62647199231092
3,1000,10,"RF_Lasso",1.90822941012754
